buyer_dea_no,buyer_state,buyer_county,lat,lon
AG2499843,VA,SMYTH,36.7983555,-81.6823978
BF8224090,VA,SMYTH,36.7988734,-81.6834565
FM2772362,NC,BURKE,35.7420242,-81.6835206
BJ6428076,NC,BURKE,35.7494489,-81.6864508
AT9673509,NC,BURKE,35.7473106,-81.687071
BR3533759,NC,BURKE,35.747706,-81.6888034
AB3204435,NC,BURKE,35.7424729,-81.6888929
FM0209355,WV,MCDOWELL,37.3026416,-81.6891956
AR9813987,WV,MCDOWELL,37.3039602,-81.6907735
AR9505871,WV,KANAWHA,38.3697293,-81.6951748
BF5054301,WV,JACKSON,38.8090879,-81.7026606
BW5430791,NC,BURKE,35.726769,-81.705184
BK1395373,WV,KANAWHA,38.3648765,-81.7098761
BS7522104,WV,KANAWHA,38.322106,-81.7114892
BE5298535,NC,BURKE,35.7528592,-81.713095
BR5298535,NC,BURKE,35.7528592,-81.713095
FI0688537,NC,BURKE,35.7360461,-81.7131017
BV2122353,WV,BOONE,37.9724134,-81.7131374
BR9935961,WV,JACKSON,38.8187477,-81.7142388
BW5433026,WV,KANAWHA,38.3191258,-81.714506
BT6655940,WV,KANAWHA,38.3388352,-81.7147292
BK6488921,NC,BURKE,35.7551087,-81.7156177
BW5432923,WV,JACKSON,38.8289611,-81.720577
FW0169361,WV,JACKSON,38.8289611,-81.720577
BK5755218,WV,JACKSON,38.8202931,-81.721753
AC2988939,WV,JACKSON,38.8213334,-81.722959
BB7129427,WV,KANAWHA,38.3560273,-81.7248351
FF2138370,WV,JACKSON,38.8223404,-81.7299457
BC4416269,WV,KANAWHA,38.3641231,-81.7303979
BW6769105,VA,TAZEWELL,37.0659665,-81.7321957
BR5962875,NC,CLEVELAND,35.2943868,-81.734236
BK9086883,WV,KANAWHA,38.3577352,-81.734429
BR8586286,WV,KANAWHA,38.3580445,-81.7381612
AR6632219,WV,KANAWHA,38.3588104,-81.7387802
BC9142667,VA,TAZEWELL,37.0638821,-81.7453508
BF9927988,VA,TAZEWELL,37.0681764,-81.7569108
BK2410900,VA,TAZEWELL,37.0663676,-81.7576718
BC5790313,VA,TAZEWELL,37.0679222,-81.760352
BV9595414,VA,TAZEWELL,37.0886496,-81.760457
AR2404705,VA,SMYTH,36.8812651,-81.7636198
AR8132716,WV,JACKSON,38.9516219,-81.7639189
BC9517535,VA,SMYTH,36.8787234,-81.763983
FR2980452,WV,JACKSON,38.9520577,-81.7640342
FR4192097,WV,JACKSON,38.9520577,-81.7640342
FW0004868,WV,JACKSON,38.9536615,-81.7658417
AC0634659,VA,SMYTH,36.8769381,-81.7668245
BF6535720,NC,WATAUGA,36.1574034,-81.7712468
AM2608745,VA,TAZEWELL,37.0922809,-81.7782083
FG0649181,VA,WASHINGTON,36.7693302,-81.7791507
FC2404921,NC,BURKE,35.7290392,-81.779749
BC3840192,NC,BURKE,35.729009,-81.7798509
AM1175024,WV,BOONE,38.0354947,-81.779898
BR4248298,VA,TAZEWELL,37.0930694,-81.7799297
AG2352425,VA,TAZEWELL,37.0920951,-81.7809022
FW2568585,VA,TAZEWELL,37.0920951,-81.7809022
BF9497341,WV,KANAWHA,38.4260054,-81.785025
FL3730985,WV,KANAWHA,38.2726257,-81.7860071
AA6677794,WV,KANAWHA,38.2727149,-81.7860585
AK2030106,WV,KANAWHA,38.4272608,-81.7860855
BL3281095,VA,WASHINGTON,36.6342206,-81.7884847
FW1710361,WV,KANAWHA,38.4199032,-81.790518
BC9308924,WV,KANAWHA,38.4196529,-81.7913819
BR4323642,WV,KANAWHA,38.4202037,-81.7919223
FC3729499,WV,KANAWHA,38.4144323,-81.7938229
BM4383826,TN,JOHNSON,36.4555341,-81.7984796
BF8530621,VA,WASHINGTON,36.6411864,-81.7990457
BR0634407,WV,MCDOWELL,37.3512437,-81.800061
BS6045389,VA,TAZEWELL,37.0964203,-81.8018639
FA3123382,TN,JOHNSON,36.4661667,-81.8019289
BH3490947,WV,KANAWHA,38.411063,-81.8048432
AF5327730,TN,JOHNSON,36.4745527,-81.8055478
BW5967293,WV,KANAWHA,38.4121818,-81.8071568
FM2277007,WV,KANAWHA,38.267899,-81.8078631
AR1947944,VA,TAZEWELL,37.0947338,-81.8089685
AR1781663,TN,JOHNSON,36.4765184,-81.8094127
AC8278942,WV,MCDOWELL,37.46459,-81.813726
BP4501753,WV,PUTNAM,38.4713492,-81.8140339
FA3684114,WV,KANAWHA,38.2872243,-81.8148462
AL9565954,WV,BOONE,38.0587549,-81.8187793
BH1188829,VA,TAZEWELL,37.0927296,-81.8215823
BK5861857,WV,BOONE,38.0746271,-81.8216677
AK6372952,WV,KANAWHA,38.3865152,-81.8229839
AH8997263,NC,RUTHERFORD,35.2908095,-81.8257199
BK6221535,WV,KANAWHA,38.3874704,-81.8258318
BM5510436,WV,BOONE,38.0783038,-81.8325415
AR1877589,WV,BOONE,38.080311,-81.834055
BH0723723,WV,KANAWHA,38.3894134,-81.8346036
AC2976756,WV,KANAWHA,38.3852899,-81.8346463
BE5296632,NC,AVERY,36.1187399,-81.8366553
BR5296632,NC,AVERY,36.1187399,-81.8366553
AL2840759,WV,KANAWHA,38.3872345,-81.8373357
BL5294107,WV,KANAWHA,38.3871769,-81.8374037
AF2681016,WV,KANAWHA,38.422666,-81.8414883
AC2974411,WV,KANAWHA,38.4220625,-81.8418184
AD2618924,NC,BURKE,35.7089688,-81.8496276
BM0575437,NC,RUTHERFORD,35.3181583,-81.8582893
AR2360042,VA,BUCHANAN,37.0885929,-81.861589
FG0153863,WV,MINGO,37.6113546,-81.8634384
FR0261684,WV,MINGO,37.6113546,-81.8634384
BC6634011,NC,RUTHERFORD,35.3338533,-81.8639466
BS6640545,NC,RUTHERFORD,35.3338533,-81.8639466
BS6652158,NC,RUTHERFORD,35.3338533,-81.8639466
AR8517003,WV,LOGAN,37.7292728,-81.8676475
BM8066981,NC,AVERY,36.1639485,-81.8689945
AA8151728,WV,MINGO,37.6025869,-81.8701858
BR0780521,WV,MINGO,37.6125048,-81.8712696
BT8407478,WV,LOGAN,37.744506,-81.872999
BM5229162,WV,LOGAN,37.7438693,-81.8741653
BT0588179,WV,LOGAN,37.7438693,-81.8741653
FR2293936,WV,LOGAN,37.7348172,-81.8748299
AH5900053,NC,RUTHERFORD,35.3213059,-81.8796696
BI8556055,NC,RUTHERFORD,35.3203236,-81.8802271
AM6052930,NC,RUTHERFORD,35.3476624,-81.8862607
BA6749381,NC,AVERY,36.0607305,-81.8894963
BW5430765,NC,RUTHERFORD,35.3351007,-81.899543
BF1984055,WV,PUTNAM,38.5278895,-81.9021853
FN3811064,VA,WASHINGTON,36.7199706,-81.9084995
FH3648067,VA,WASHINGTON,36.7226195,-81.9117949
BC8323177,NC,AVERY,36.0312223,-81.9137996
AR8853916,WV,PUTNAM,38.5332721,-81.9220579
AR1863299,NC,AVERY,36.08565,-81.92764
BF5121049,WV,PUTNAM,38.5356863,-81.9280694
FP2574831,NC,AVERY,36.0870578,-81.9281198
FM3665467,NC,MCDOWELL,35.7141747,-81.9301718
AS5167350,NC,RUTHERFORD,35.357127,-81.9308683
BS6630760,NC,RUTHERFORD,35.3572321,-81.9311668
BK2701793,WV,PUTNAM,38.4513974,-81.9338739
BK0666961,WV,PUTNAM,38.4524478,-81.934897
AR1433969,VA,RUSSELL,36.7140475,-81.9360435
BF9379543,WV,PUTNAM,38.4500403,-81.937365
AR5471482,WV,PUTNAM,38.450474,-81.9406093
BE5298737,NC,RUTHERFORD,35.3638327,-81.9422881
BR5298737,NC,RUTHERFORD,35.3638327,-81.9422881
AR8538879,VA,WASHINGTON,36.7187615,-81.951521
BH8891699,WV,PUTNAM,38.4468611,-81.9519223
FC3869382,WV,PUTNAM,38.4473877,-81.9526092
FC3976808,WV,PUTNAM,38.4473877,-81.9526092
BM6600325,NC,RUTHERFORD,35.3646803,-81.9542832
AR4886632,NC,RUTHERFORD,35.365253,-81.957229
AN1612731,VA,RUSSELL,37.0151267,-81.959725
FU3814919,WV,PUTNAM,38.4456441,-81.9666081
BF1736567,WV,LOGAN,37.8349355,-81.9668708
BC5583061,VA,WASHINGTON,36.7127568,-81.9699505
FB2763919,WV,PUTNAM,38.6249014,-81.9718635
FW0977744,WV,PUTNAM,38.6233897,-81.973049
FW4265016,WV,PUTNAM,38.6233897,-81.973049
BT7402085,VA,RUSSELL,37.016542,-81.9738295
BR0286787,WV,MASON,38.9870103,-81.9740193
BK5036997,VA,WASHINGTON,36.7057209,-81.9740213
FF3545007,VA,WASHINGTON,36.6957961,-81.9742556
BK5613838,VA,WASHINGTON,36.7015459,-81.9780702
BT4716479,VA,WASHINGTON,36.7007741,-81.9782393
AE2484878,VA,WASHINGTON,36.7096848,-81.9783351
BK1617224,VA,WASHINGTON,36.7008444,-81.9799008
BN1338145,VA,WASHINGTON,36.7106097,-81.9937429
FM3220047,VA,WASHINGTON,36.7106097,-81.9937429
FW0460600,VA,WASHINGTON,36.7059405,-81.9951924
BR6084723,VA,WASHINGTON,36.706452,-81.9966423
AC2969636,WV,LOGAN,37.850932,-81.9980479
BM6708222,VA,WASHINGTON,36.7021154,-82.0055865
AA3196830,NC,MCDOWELL,35.6809659,-82.0076223
BM9640079,NC,MCDOWELL,35.6855955,-82.0083096
BE5298472,NC,MCDOWELL,35.6753859,-82.0121448
BR5298472,NC,MCDOWELL,35.6753859,-82.0121448
BF1124609,WV,PUTNAM,38.4348635,-82.0135927
BR5314795,WV,PUTNAM,38.4358289,-82.0136749
BF0660565,WV,LOGAN,37.846098,-82.014222
BB7340881,NC,MCDOWELL,35.6895313,-82.0144858
BK7519828,WV,LOGAN,37.8449904,-82.0145203
AH2605131,WV,LOGAN,37.975341,-82.015924
AA6614603,WV,LOGAN,37.9756802,-82.016318
AR4784369,NC,MCDOWELL,35.6885448,-82.0165509
BR1642518,WV,LOGAN,37.8451887,-82.0171697
BR2168032,WV,LOGAN,37.977368,-82.017295
FW1840215,WV,PUTNAM,38.4354368,-82.0176444
BH6239746,VA,BUCHANAN,37.4218746,-82.0207479
BP9551385,WV,LOGAN,37.975489,-82.021798
FT3598351,WV,LOGAN,37.975489,-82.021798
FW0706400,WV,PUTNAM,38.4415297,-82.0226047
FM4306608,NC,MCDOWELL,35.6552922,-82.028134
BW5431363,NC,MCDOWELL,35.6475326,-82.0303263
BW6626052,WV,MASON,39.0105353,-82.0344133
FH2376564,WV,LOGAN,37.8550466,-82.0415246
BW5605071,WV,LOGAN,37.8602142,-82.0443353
BW6622523,NC,MITCHELL,35.8710141,-82.0444595
BW7790226,VA,RUSSELL,36.8995054,-82.0514362
BB7792383,VA,WASHINGTON,36.684444,-82.053861
BR2694380,VA,WASHINGTON,36.684444,-82.053861
FR0266610,VA,WASHINGTON,36.684444,-82.053861
BK5565291,VA,RUSSELL,36.90099,-82.059441
AS3204079,NC,MITCHELL,35.9103944,-82.0638456
BB6218778,NC,MITCHELL,35.9092411,-82.0639946
BR1036296,NC,MITCHELL,35.889969,-82.0655265
FB4396037,VA,BUCHANAN,37.2849389,-82.0677521
BM0144939,VA,BUCHANAN,37.2855988,-82.0685282
AR1564738,TN,CARTER,36.1995187,-82.0703629
BI7296115,NC,MITCHELL,35.9144793,-82.074569
AM8277041,VA,RUSSELL,36.8992679,-82.0776374
BS2399865,VA,RUSSELL,36.900322,-82.0884485
AR3138028,WV,LINCOLN,38.2801891,-82.0933813
FN2695180,VA,BUCHANAN,37.2780109,-82.0983595
BF5366186,VA,BUCHANAN,37.2238307,-82.099219
BR1194062,VA,BUCHANAN,37.2592546,-82.1006591
BT0234346,VA,BUCHANAN,37.2597203,-82.1010347
BR3544132,VA,BUCHANAN,37.2610964,-82.1010814
FW2829363,VA,BUCHANAN,37.2779212,-82.1020931
FC3015915,WV,LINCOLN,38.2783854,-82.102139
AP2000949,VA,BUCHANAN,37.2373783,-82.104197
FF4433607,VA,BUCHANAN,37.2373783,-82.104197
BP8449438,VA,BUCHANAN,37.2566264,-82.1068861
FT0366218,VA,WASHINGTON,36.6361838,-82.1101347
BJ6580991,NC,MITCHELL,35.9035198,-82.1187015
BD6187000,WV,LINCOLN,38.2785864,-82.1204665
BR9566639,WV,LINCOLN,38.278834,-82.1216323
FW4992120,WV,CABELL,38.4336775,-82.1241225
BW5374311,VA,WASHINGTON,36.634782,-82.1242685
AR7024730,WV,MASON,38.867872,-82.1255579
FS0486503,VA,WASHINGTON,36.6359003,-82.1259692
AW6327692,VA,BUCHANAN,37.2909235,-82.126004
AF6754748,WV,MASON,38.8688053,-82.1261818
FA3682348,WV,CABELL,38.4344926,-82.1286028
FH0841040,WV,LINCOLN,38.0310931,-82.1297805
AF1585922,WV,CABELL,38.436346,-82.1310586
BF6678479,VA,BRISTOL,36.6304539,-82.1318391
BR3421954,WV,CABELL,38.4338725,-82.1330634
BC9335173,VA,BUCHANAN,37.100002,-82.136565
AB9331404,NC,MITCHELL,36.0082034,-82.1542164
FL2246658,NC,MITCHELL,36.0082034,-82.1542164
FL4404947,NC,MITCHELL,36.0082034,-82.1542164
AC1920342,KY,PIKE,37.5107924,-82.1602882
BM2933263,WV,MINGO,37.621918,-82.163089
BR2831281,KY,PIKE,37.6199744,-82.1666892
AM2373051,WV,MINGO,37.6234106,-82.1675619
BM2373051,WV,MINGO,37.6234106,-82.1675619
BH6535732,TN,CARTER,36.2864228,-82.1680914
BR0224941,TN,SULLIVAN,36.5822345,-82.1693024
AR3004861,VA,BRISTOL,36.6145788,-82.1718306
BW9144293,VA,BRISTOL,36.6146236,-82.1731478
BF4048826,NC,MCDOWELL,35.6293286,-82.1832091
FF1737367,NC,MCDOWELL,35.6293286,-82.1832091
BR6443573,VA,BRISTOL,36.6025585,-82.1911587
BJ2262424,TN,SULLIVAN,36.5711553,-82.1912034
BF6964298,VA,BRISTOL,36.6009273,-82.1939989
BH5715834,TN,SULLIVAN,36.5678299,-82.1954876
BI9391979,NC,RUTHERFORD,35.4107145,-82.1979287
AR3297581,WV,LINCOLN,38.2737101,-82.1985942
FR2523682,WV,LINCOLN,38.271602,-82.199706
AP1782362,VA,BRISTOL,36.5993007,-82.2028505
BR1085629,NC,POLK,35.2478581,-82.2034361
BR5145378,TN,CARTER,36.339606,-82.207768
BM6580434,NC,POLK,35.2385708,-82.2084894
BM6580422,NC,POLK,35.2427652,-82.2086013
BF7399389,TN,CARTER,36.3512792,-82.2091736
BW6537217,TN,SULLIVAN,36.5952438,-82.2100188
BH0689046,TN,SULLIVAN,36.5592646,-82.2107407
FW1257814,TN,SULLIVAN,36.5593869,-82.2126092
BF7017773,TN,SULLIVAN,36.559006,-82.213841
AL0397415,TN,CARTER,36.3482059,-82.2141821
BK5911397,VA,BRISTOL,36.596188,-82.2153673
AK6374300,TN,SULLIVAN,36.5918869,-82.2163885
BW9115331,TN,CARTER,36.350079,-82.2212716
AR2981226,TN,SULLIVAN,36.5918175,-82.2217387
BR2604622,TN,CARTER,36.3514469,-82.234518
BW5451810,TN,SULLIVAN,36.5449866,-82.235579
BD6635962,TN,CARTER,36.3509213,-82.2358128
BT3934886,TN,CARTER,36.3509213,-82.2358128
BT2771334,NC,POLK,35.2003073,-82.2358977
FU3605411,NC,POLK,35.2003073,-82.2358977
FI3936474,TN,CARTER,36.3482577,-82.2378717
AU5863546,TN,CARTER,36.3456298,-82.2378929
AB3198694,NC,POLK,35.2090306,-82.2385514
AB4277580,TN,CARTER,36.342606,-82.2402235
BB4024787,TN,SULLIVAN,36.5788689,-82.2403431
AR2647672,TN,CARTER,36.3470353,-82.243008
BW5451858,TN,CARTER,36.349316,-82.2450878
AU2956071,KY,PIKE,37.383721,-82.255218
FA3535979,WV,CABELL,38.4173425,-82.2559956
BW8976322,WV,CABELL,38.421757,-82.2566322
BM3996812,TN,SULLIVAN,36.5854658,-82.256802
FW2230845,TN,SULLIVAN,36.5854658,-82.256802
FM1877402,WV,CABELL,38.4156321,-82.2576295
FT1948580,KY,PIKE,37.6398118,-82.2581792
BD0427927,WV,CABELL,38.4197278,-82.259541
BF6608698,KY,PIKE,37.654001,-82.270624
BW6813706,KY,PIKE,37.6588405,-82.2709143
BH0695001,KY,PIKE,37.6680458,-82.2762151
BH8049202,WV,MINGO,37.672843,-82.277247
BH6954401,WV,MINGO,37.672887,-82.2776364
FT0251227,WV,MINGO,37.6738812,-82.2787866
BM6647739,WV,CABELL,38.4178824,-82.2829521
FT2519102,NC,YANCEY,35.9162923,-82.2834061
BF1363441,KY,PIKE,37.6714782,-82.2841909
BT7982196,WV,CABELL,38.419897,-82.284609
AH8345123,VA,DICKENSON,37.2064332,-82.2875422
BI7298739,NC,YANCEY,35.9140145,-82.2907449
BM6622167,WV,CABELL,38.4271529,-82.292618
FC1712668,WV,CABELL,38.4271529,-82.292618
BJ8232580,VA,DICKENSON,37.2061452,-82.2946143
AP6494025,KY,PIKE,37.6762545,-82.2968627
BP6494025,KY,PIKE,37.6762545,-82.2968627
FA0723608,KY,PIKE,37.6762545,-82.2968627
AR7540215,NC,YANCEY,35.9152454,-82.298881
FW1925568,WV,CABELL,38.4154914,-82.2991432
BB7565522,NC,YANCEY,35.914504,-82.299289
AT2752497,WV,CABELL,38.4759053,-82.2995195
AR6070178,WV,CABELL,38.4142713,-82.2996415
FB4309046,VA,RUSSELL,36.872622,-82.300849
BK5090941,WV,CABELL,38.4157797,-82.3022818
BB8609755,NC,YANCEY,35.9154911,-82.3033744
FR4603901,WV,CABELL,38.412077,-82.3076341
BH9065473,VA,WISE,36.9039084,-82.3107115
BW9710143,TN,SULLIVAN,36.5234537,-82.3111876
BF7148047,TN,SULLIVAN,36.5252075,-82.313647
BB1980728,TN,SULLIVAN,36.537203,-82.3138379
AR3156951,VA,WISE,36.9074726,-82.3158038
BW9280582,TN,SULLIVAN,36.4264815,-82.3161554
BE0272207,VA,WISE,36.9046902,-82.3161595
FS0714724,NC,BUNCOMBE,35.6192284,-82.3187779
FF1186875,TN,SULLIVAN,36.4258297,-82.3188345
AB9159496,TN,SULLIVAN,36.5346254,-82.3194804
BE5296668,NC,BUNCOMBE,35.6081935,-82.3202195
BR5296668,NC,BUNCOMBE,35.6081935,-82.3202195
AK8905018,WV,CABELL,38.4093813,-82.3243323
AR6987929,NC,BUNCOMBE,35.6134464,-82.3266641
BP0270671,TN,SULLIVAN,36.4161357,-82.327963
BR4247551,TN,SULLIVAN,36.4161357,-82.327963
BF8273485,TN,WASHINGTON,36.3020894,-82.3377645
AC0401404,TN,WASHINGTON,36.3046825,-82.3404841
BT4674140,NC,BUNCOMBE,35.609857,-82.341189
BW7586071,TN,WASHINGTON,36.307563,-82.3427306
FW1107831,TN,WASHINGTON,36.3346937,-82.3432443
AR6055025,WV,CABELL,38.412229,-82.344087
BM9592381,WV,CABELL,38.4149876,-82.3450195
FT4186688,WV,CABELL,38.4149876,-82.3450195
BK9616787,KY,PIKE,37.4979308,-82.345899
FH2322004,NC,YANCEY,35.9127393,-82.3459679
AB0399609,TN,WASHINGTON,36.3239575,-82.3532206
BB8923004,TN,WASHINGTON,36.3239575,-82.3532206
BE8565042,KY,PIKE,37.3054885,-82.3538606
AN8938637,KY,PIKE,37.3043861,-82.355001
BM0196546,TN,WASHINGTON,36.3238744,-82.361781
BP7037701,TN,WASHINGTON,36.3253651,-82.3627132
BT0367210,TN,WASHINGTON,36.3253651,-82.3627132
FF4492663,TN,WASHINGTON,36.3253651,-82.3627132
BW9759602,TN,UNICOI,36.188494,-82.3729446
AR1542794,TN,WASHINGTON,36.3155824,-82.3739628
FE2950473,TN,WASHINGTON,36.3529117,-82.3752762
BP0819841,TN,WASHINGTON,36.3443727,-82.3753186
BW5432947,WV,CABELL,38.4083256,-82.3757
BW8407947,TN,WASHINGTON,36.3445612,-82.3762931
AC0401391,TN,WASHINGTON,36.341308,-82.376453
BR1171444,TN,WASHINGTON,36.3006825,-82.37731
BK6102610,TN,WASHINGTON,36.3438354,-82.3786027
BK6711421,TN,WASHINGTON,36.3003475,-82.3798992
AC8357724,TN,WASHINGTON,36.3667419,-82.3822776
BR3813664,WV,CABELL,38.429586,-82.3845964
FW3157915,TN,WASHINGTON,36.3076487,-82.3853445
FW2532819,TN,WASHINGTON,36.3109196,-82.3873075
AW0401505,TN,WASHINGTON,36.315138,-82.389128
BS1588168,WV,CABELL,38.4136178,-82.3898067
BP4833225,TN,WASHINGTON,36.3135222,-82.3901909
FC2747078,TN,WASHINGTON,36.3135222,-82.3901909
BC4478904,TN,WASHINGTON,36.3158929,-82.3911145
FC0518069,TN,WASHINGTON,36.3168755,-82.3915857
AH1509097,TN,WASHINGTON,36.3273524,-82.3925139
FR0711552,WV,CABELL,38.4273193,-82.3940426
AK5979440,TN,WASHINGTON,36.351742,-82.395186
AR8581630,TN,UNICOI,36.1588258,-82.3977696
BR4365486,WV,CABELL,38.4269747,-82.3978543
BV1962352,TN,WASHINGTON,36.3086922,-82.397939
BW5384843,TN,WASHINGTON,36.3592271,-82.3990826
FS0255617,TN,WASHINGTON,36.3548041,-82.4000677
BC9133822,WV,CABELL,38.4318813,-82.4007868
FH2459077,WV,CABELL,38.4322898,-82.401666
FN2622531,NC,BUNCOMBE,35.5996897,-82.402386
FW0100759,TN,WASHINGTON,36.3089505,-82.4038796
BG6892625,WV,CABELL,38.4066351,-82.4059645
AP6368030,NC,BUNCOMBE,35.5937571,-82.4059923
FW1422524,TN,WASHINGTON,36.3778073,-82.4067903
BK4885933,WV,CABELL,38.4251871,-82.4074507
AR2209648,TN,WASHINGTON,36.3770701,-82.4077643
BI7196226,NC,BUNCOMBE,35.598042,-82.407978
BA7440934,NC,BUNCOMBE,35.599675,-82.408002
BS7437064,WV,MINGO,37.8373565,-82.40812
FM2945321,WV,MINGO,37.837551,-82.4084861
AR2819526,TN,UNICOI,36.1545316,-82.4085266
BF6852087,TN,WASHINGTON,36.3787207,-82.409247
FI3936501,TN,WASHINGTON,36.384951,-82.4095477
AM9213935,KY,PIKE,37.3657946,-82.4098446
FM3534725,KY,PIKE,37.3657946,-82.4098446
BB2148395,TN,WASHINGTON,36.3917132,-82.4118296
FB4211102,TN,WASHINGTON,36.3917132,-82.4118296
BW9893973,TN,UNICOI,36.1482279,-82.4135657
BF9677521,TN,UNICOI,36.1467853,-82.4144337
BT3378634,TN,UNICOI,36.1467853,-82.4144337
FM2252372,WV,MINGO,37.870385,-82.416167
AW8215596,KY,MARTIN,37.8410833,-82.4162603
AR0390928,TN,UNICOI,36.145696,-82.4165509
AC0407747,TN,UNICOI,36.145301,-82.416995
FS1092787,WV,MINGO,37.8717527,-82.417198
BR2656861,KY,MARTIN,37.843312,-82.4187843
BR4301545,WV,CABELL,38.4227103,-82.4228384
FM2397986,KY,PIKE,37.3711603,-82.4232897
FA1685594,NC,BUNCOMBE,35.525283,-82.424987
FA3601778,NC,BUNCOMBE,35.525283,-82.424987
BC3917436,WV,CABELL,38.4090996,-82.4268836
AC2986872,WV,CABELL,38.4119757,-82.4281305
BW9869287,TN,WASHINGTON,36.3733463,-82.4285962
BI8682379,NC,HENDERSON,35.2895781,-82.42957
FN0470322,NC,HENDERSON,35.2912039,-82.4296545
BW6484389,WV,WAYNE,38.2565087,-82.4302445
BI8682343,NC,HENDERSON,35.3489612,-82.430247
FB1987479,NC,HENDERSON,35.3497867,-82.4311785
BW5431084,NC,HENDERSON,35.3491085,-82.438036
BM3744489,WV,CABELL,38.4181663,-82.4415395
BS9976284,NC,HENDERSON,35.349885,-82.442269
AF6154556,WV,WAYNE,38.2213176,-82.4423904
BR2168044,WV,WAYNE,38.2274231,-82.4424806
BR5384590,TN,SULLIVAN,36.5492086,-82.4433694
BP8765387,KY,PIKE,37.5641554,-82.4434429
BR3824477,WV,WAYNE,38.321726,-82.446112
BK6488969,NC,HENDERSON,35.3345309,-82.4461462
FK0443995,NC,HENDERSON,35.3345309,-82.4461462
BC7701166,NC,HENDERSON,35.3443377,-82.4476019
AR5943053,NC,HENDERSON,35.3337416,-82.4490872
BM7641512,WV,CABELL,38.346621,-82.451482
FM2051477,WV,CABELL,38.3523979,-82.4529647
BM9558733,WV,CABELL,38.3376688,-82.4533396
BS8246349,WV,CABELL,38.4188215,-82.4534211
FM0836835,TN,WASHINGTON,36.3030442,-82.4544452
BE5298232,NC,HENDERSON,35.3073974,-82.454847
BR5298232,NC,HENDERSON,35.3073974,-82.454847
BF6004472,VA,DICKENSON,37.1493772,-82.4548797
FH1701881,NC,HENDERSON,35.3090869,-82.455135
FH4562028,NC,HENDERSON,35.3090869,-82.455135
AS7523118,WV,CABELL,38.41402,-82.4553466
AG2411609,VA,DICKENSON,37.1489055,-82.4556266
AH2496063,VA,DICKENSON,37.1499806,-82.4565886
FW1365748,WV,CABELL,38.4180752,-82.4567431
AW3209106,NC,HENDERSON,35.3034423,-82.456832
BK0386347,WV,CABELL,38.4136759,-82.4572795
FW1802227,NC,HENDERSON,35.3068443,-82.4581395
BJ5090737,TN,WASHINGTON,36.3025058,-82.4583934
AR9367726,NC,HENDERSON,35.3082298,-82.4584781
AS4889854,NC,HENDERSON,35.3071185,-82.4588527
BJ1123001,KY,PIKE,37.548452,-82.459434
BM3913781,TN,WASHINGTON,36.3017087,-82.4601072
BF8698776,TN,WASHINGTON,36.3025265,-82.460721
AR2488840,VA,DICKENSON,37.1501874,-82.4623288
BR4321787,WV,CABELL,38.4166918,-82.4632395
FW1243625,NC,HENDERSON,35.3254687,-82.4648676
FW2770798,TN,WASHINGTON,36.3007576,-82.4660523
BE4677083,NC,HENDERSON,35.3170297,-82.4667888
BE5645203,NC,HENDERSON,35.3261734,-82.4672794
BR5645203,NC,HENDERSON,35.3261734,-82.4672794
FP2934974,NC,HENDERSON,35.3207468,-82.4677888
BR0357500,TN,WASHINGTON,36.3008783,-82.4686333
FB4860715,NC,HENDERSON,35.3190151,-82.4700718
AR3038987,VA,WISE,36.9428916,-82.4707488
BI8682331,NC,HENDERSON,35.3366811,-82.4710449
BF8998087,TN,WASHINGTON,36.4193053,-82.4710973
FW0546385,TN,WASHINGTON,36.4112213,-82.472145
BR1159246,NC,BUNCOMBE,35.5505577,-82.4726527
BR0932904,TN,WASHINGTON,36.4094926,-82.4727373
BF3347261,NC,HENDERSON,35.457837,-82.47328
AM1449481,NC,HENDERSON,35.343745,-82.474683
BR0568533,NC,HENDERSON,35.3399893,-82.4753015
BO1761065,TN,WASHINGTON,36.2972721,-82.4758891
AG5658705,TN,WASHINGTON,36.4101874,-82.476418
FW1990731,VA,DICKENSON,37.1502968,-82.4779909
BE5296618,NC,BUNCOMBE,35.5920569,-82.483379
BR5296618,NC,BUNCOMBE,35.5920569,-82.483379
FW1683590,TN,SULLIVAN,36.556525,-82.4840325
AF1643421,VA,WISE,36.9409739,-82.4859361
BF8632209,NC,HENDERSON,35.3893876,-82.4874165
BI7464376,NC,BUNCOMBE,35.5861476,-82.4880878
BC5448938,VA,SCOTT,36.8198715,-82.4891931
BE5298256,NC,HENDERSON,35.3221174,-82.4911387
BR5298256,NC,HENDERSON,35.3221174,-82.4911387
BB9440265,NC,BUNCOMBE,35.5879,-82.491818
FL0183664,NC,HENDERSON,35.3234613,-82.4931424
BI8722779,TN,WASHINGTON,36.2950761,-82.4931587
FT0503171,TN,SULLIVAN,36.5519112,-82.4947833
BT5541760,WV,WAYNE,38.408066,-82.495278
BB5149364,TN,SULLIVAN,36.5824165,-82.4956855
FI4441010,TN,SULLIVAN,36.4818606,-82.4959581
BB0434376,KY,MARTIN,37.8447723,-82.4991957
AC0391514,TN,SULLIVAN,36.4831045,-82.4994224
AR5220366,NC,HENDERSON,35.4347956,-82.5012892
BF1434555,WV,WAYNE,38.4049015,-82.5015602
AP6866909,KY,PIKE,37.4906401,-82.5020927
FP2844238,KY,PIKE,37.4906401,-82.5020927
